Message,Category
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?",ham
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,ham
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),ham
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",ham
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,ham
Guess who spent all last night phasing in and out of the fourth dimension,ham
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",spam
"my seller, me would like also inform you that as of march 2, new platform rules went onto effect because all users are now going through this verification process. a customer named robert breuer has successfully processed a payment for an order in your store. however, pursuant to our platform disclosure obligations, we are unable of verify this transaction. we realize this can be inconvenient, but it is important for the integrity of our community.",spam
"Sorry da thangam, very very sorry i am held up with prasad.",ham
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,ham
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
Or remind me in a few hrs.,ham
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,ham
"I am in tirupur da, once you started from office call me.",ham
Well good morning mr . Hows london treatin' ya treacle?,ham
K.k:)advance happy pongal.,ham
I'll talk to the others and probably just come early tomorrow then,ham
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",ham
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
At what time are you coming.,ham
"dear seller, we would add to inform you that as of march 2, new platform rules went into effect and all users are now going through this verification process. a customer named gabi breuer has successfully processed a transaction for another order in your company. however, owing to our security security obligations, we are unable to accept this transaction. we know this can be inconvenient, but it is important for the community toward our community.",spam
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam
Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,spam
Where do you need to go to get it?,ham
From 5 to 2 only my work timing.,ham
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,ham
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,ham
Apart from the one i told you about yesterday?,ham
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",ham
"Aight yo, dats straight dogg",ham
"Sir, i am waiting for your call, once free please call me.",ham
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",ham
There is a first time for everything :),ham
Oooh bed ridden ey? What are YOU thinking of?,ham
Have you finished work yet? :),ham
"Hiya, probably coming home * weekend after next",ham
its second delivery has attached but cannot be delivered due of no full inbox. expand space or increase your storage capability : http. email - storage. com / website,spam
Then get some cash together and I'll text jason,ham
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,ham
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham
"Aight, let me know when you're gonna be around usf",ham
"Ya tel, wats ur problem..",ham
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,ham
S.i think he is waste for rr..,ham
with new email cloud arrived there cannot be delivered as to a double moon. clear space or within your open limit : www. email - holdings. com / file,spam
&lt;#&gt;  in mca. But not conform.,ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
"I think we're going to finn's now, come",ham
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
Nobody names their penis a girls name this story doesn't add up at all,ham
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",ham
HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,ham
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham
"Come to mu, we're sorting out our narcotics situation",ham
RCT' THNQ Adrian for U text. Rgds Vatian,spam
I can do that! I want to please you both inside and outside the bedroom...,ham
"your account number [ domain name ] shall be suspended forever. to continue using its capabilities, find in through this form : www. service - provider. uk / [UNK]",spam
"Found it, ENC  &lt;#&gt; , where you at?",ham
Customer place i will call you,ham
Ok.. Ü finishing soon?,ham
I want snow. It's just freezing and windy.,ham
your email contact has got suspended. verify your identity online check password : www. identity - restore. com / public,spam
Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,ham
Uncle Abbey! Happy New Year. Abiola,ham
No no. I will check all rooms befor activities,ham
"your membership on [ platform name ] will be up soon. to progress exploring our services, log away through personal account : www. project - people. me / access",spam
I guess it is useless calling u 4 something important.,ham
Anything...,ham
You're right I have now that I think about it,ham
I am sorry it hurt you.,ham
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham
K..i deleted my contact that why?,ham
"Ok., is any problem to u frm him? Wats matter?",ham
I cant pick the phone right now. Pls send a message,ham
Ü still got lessons?  Ü in sch?,ham
I want to see your pretty pussy...,ham
"congratulations, you have some $ 180! confirm your place and claim your prize to pop the buttons :",spam
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,ham
"to execute this examination process, ample time is required. fill out the check here : www. the - confirmation. com / and",spam
&lt;#&gt;  am I think? Should say on syllabus,ham
These won't do. Have to move on to morphine,ham
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ham
How long does it take to get it.,ham
your balance your [ service phone ] had been found relating to suspicious incidents. click this account to unlock http : www. get - balance. com / unlock,spam
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham
Nah dub but je still buff,ham
Please tell me you have some of that special stock you were talking about,ham
"dear seller, we would like to inform you that as for march 2, new trading rules went into effect and all users are now guided through this verification process. some consumer named gabi breuer had successfully processed your payment for an order in your store. however, due to our platform compliance obligations, we are unable to verify this transaction. we realize this can be intimidating, so it is important for the safety of our community.",spam
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,ham
I know she called me,ham
What year. And how many miles.,ham
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",ham
a complaint can be filed about your employer. resolve this issue via logging within to the next link : www. health - complaints. com / resolve,spam
Tell me whos this pls:-),ham
"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",ham
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,ham
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,ham
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,ham
